,store_id,region,type_of_business,amount,Date
2018-09-19,535,서울 성동구,신발 도매업,745285.7142857143,2018-09-19
2018-10-03,535,서울 성동구,신발 도매업,878285.7142857143,2018-10-03
2018-10-17,535,서울 성동구,신발 도매업,756571.4285714286,2018-10-17
2018-10-31,535,서울 성동구,신발 도매업,339571.4285714286,2018-10-31
2018-11-14,535,서울 성동구,신발 도매업,506000.0,2018-11-14
2018-11-28,535,서울 성동구,신발 도매업,418142.85714285716,2018-11-28
2018-12-12,535,서울 성동구,신발 도매업,564000.0,2018-12-12
2018-12-26,535,서울 성동구,신발 도매업,268285.7142857143,2018-12-26
2019-01-09,535,서울 성동구,신발 도매업,549714.2857142857,2019-01-09
2019-01-23,535,서울 성동구,신발 도매업,396285.7142857143,2019-01-23
2019-02-06,535,서울 성동구,신발 도매업,323428.5714285714,2019-02-06
2019-02-20,535,서울 성동구,신발 도매업,166428.57142857142,2019-02-20
2016-06-08,536,서울 광진구,기타 미용업,80714.28571428572,2016-06-08
2016-06-22,536,서울 광진구,기타 미용업,68142.85714285713,2016-06-22
2016-07-06,536,서울 광진구,기타 미용업,0.0,2016-07-06
2016-07-20,536,서울 광진구,기타 미용업,45142.857142857145,2016-07-20
2016-08-03,536,서울 광진구,기타 미용업,41285.71428571428,2016-08-03
2016-08-17,536,서울 광진구,기타 미용업,40714.28571428571,2016-08-17
2016-08-31,536,서울 광진구,기타 미용업,44571.428571428565,2016-08-31
2016-09-14,536,서울 광진구,기타 미용업,11857.142857142857,2016-09-14
2016-09-28,536,서울 광진구,기타 미용업,6285.714285714288,2016-09-28
2016-10-12,536,서울 광진구,기타 미용업,58571.428571428565,2016-10-12
2016-10-26,536,서울 광진구,기타 미용업,71428.57142857142,2016-10-26
2016-11-09,536,서울 광진구,기타 미용업,11357.142857142857,2016-11-09
2016-11-23,536,서울 광진구,기타 미용업,105714.28571428571,2016-11-23
2016-12-07,536,서울 광진구,기타 미용업,85285.71428571428,2016-12-07
2016-12-21,536,서울 광진구,기타 미용업,38857.14285714287,2016-12-21
2017-01-04,536,서울 광진구,기타 미용업,50000.0,2017-01-04
2017-01-18,536,서울 광진구,기타 미용업,66857.14285714286,2017-01-18
2017-02-01,536,서울 광진구,기타 미용업,81285.71428571428,2017-02-01
2017-02-15,536,서울 광진구,기타 미용업,82357.14285714284,2017-02-15
2017-03-01,536,서울 광진구,기타 미용업,0.0,2017-03-01
2017-03-15,536,서울 광진구,기타 미용업,40928.57142857143,2017-03-15
2017-03-29,536,서울 광진구,기타 미용업,154857.14285714284,2017-03-29
2017-04-12,536,서울 광진구,기타 미용업,69571.42857142857,2017-04-12
2017-04-26,536,서울 광진구,기타 미용업,91428.57142857143,2017-04-26
2017-05-10,536,서울 광진구,기타 미용업,142714.2857142857,2017-05-10
2017-05-24,536,서울 광진구,기타 미용업,71857.14285714286,2017-05-24
2017-06-07,536,서울 광진구,기타 미용업,93000.0,2017-06-07
2017-06-21,536,서울 광진구,기타 미용업,146714.2857142857,2017-06-21
2017-07-05,536,서울 광진구,기타 미용업,102000.0,2017-07-05
2017-07-19,536,서울 광진구,기타 미용업,60714.42857142857,2017-07-19
2017-08-02,536,서울 광진구,기타 미용업,119714.28571428571,2017-08-02
2017-08-16,536,서울 광진구,기타 미용업,164714.2857142857,2017-08-16
2017-08-30,536,서울 광진구,기타 미용업,86999.99999999999,2017-08-30
2017-09-13,536,서울 광진구,기타 미용업,88658.57142857143,2017-09-13
2017-09-27,536,서울 광진구,기타 미용업,298100.00000000006,2017-09-27
2017-10-11,536,서울 광진구,기타 미용업,128074.28571428571,2017-10-11
2017-10-25,536,서울 광진구,기타 미용업,166757.1428571428,2017-10-25
2017-11-08,536,서울 광진구,기타 미용업,207614.28571428568,2017-11-08
2017-11-22,536,서울 광진구,기타 미용업,190828.57142857145,2017-11-22
2017-12-06,536,서울 광진구,기타 미용업,296231.4285714286,2017-12-06
2017-12-20,536,서울 광진구,기타 미용업,230972.85714285713,2017-12-20
2018-01-03,536,서울 광진구,기타 미용업,186214.2857142857,2018-01-03
2018-01-17,536,서울 광진구,기타 미용업,219528.57142857148,2018-01-17
2018-01-31,536,서울 광진구,기타 미용업,165200.0,2018-01-31
2018-02-14,536,서울 광진구,기타 미용업,277072.8571428571,2018-02-14
2018-02-28,536,서울 광진구,기타 미용업,308371.4285714285,2018-02-28
2018-03-14,536,서울 광진구,기타 미용업,211385.7142857143,2018-03-14
2018-03-28,536,서울 광진구,기타 미용업,244185.71428571426,2018-03-28
2018-04-11,536,서울 광진구,기타 미용업,286199.99999999994,2018-04-11
2018-04-25,536,서울 광진구,기타 미용업,162000.0,2018-04-25
2018-05-09,536,서울 광진구,기타 미용업,190785.71428571432,2018-05-09
2018-05-23,536,서울 광진구,기타 미용업,224000.00000000006,2018-05-23
2018-06-06,536,서울 광진구,기타 미용업,207760.0,2018-06-06
2018-06-20,536,서울 광진구,기타 미용업,153842.85714285716,2018-06-20
2018-07-04,536,서울 광진구,기타 미용업,241942.8571428571,2018-07-04
2018-07-18,536,서울 광진구,기타 미용업,229185.7142857143,2018-07-18
2018-08-01,536,서울 광진구,기타 미용업,212385.71428571432,2018-08-01
2018-08-15,536,서울 광진구,기타 미용업,119300.0,2018-08-15
2018-08-29,536,서울 광진구,기타 미용업,174685.71428571426,2018-08-29
2018-09-12,536,서울 광진구,기타 미용업,257757.14285714287,2018-09-12
2018-09-26,536,서울 광진구,기타 미용업,251957.14285714284,2018-09-26
2018-10-10,536,서울 광진구,기타 미용업,171714.28571428574,2018-10-10
2018-10-24,536,서울 광진구,기타 미용업,149328.57142857142,2018-10-24
2018-11-07,536,서울 광진구,기타 미용업,212714.28571428574,2018-11-07
2018-11-21,536,서울 광진구,기타 미용업,230014.28571428568,2018-11-21
2018-12-05,536,서울 광진구,기타 미용업,188300.0,2018-12-05
2018-12-19,536,서울 광진구,기타 미용업,244585.7142857143,2018-12-19
2019-01-02,536,서울 광진구,기타 미용업,136371.42857142858,2019-01-02
2019-01-16,536,서울 광진구,기타 미용업,183642.85714285716,2019-01-16
2019-01-30,536,서울 광진구,기타 미용업,224342.85714285713,2019-01-30
2019-02-13,536,서울 광진구,기타 미용업,155244.28571428574,2019-02-13
2019-02-27,536,서울 광진구,기타 미용업,7414.285714285714,2019-02-27
2016-06-08,538,서울 광진구,의약품 도매업,2801860.7142857146,2016-06-08
2016-06-22,538,서울 광진구,의약품 도매업,35711986.85714286,2016-06-22
2016-07-06,538,서울 광진구,의약품 도매업,3256602.1428571427,2016-07-06
2016-07-20,538,서울 광진구,의약품 도매업,36931668.0,2016-07-20
2016-08-03,538,서울 광진구,의약품 도매업,2187732.0,2016-08-03
2016-08-17,538,서울 광진구,의약품 도매업,35186569.85714286,2016-08-17
2016-08-31,538,서울 광진구,의약품 도매업,7098217.714285715,2016-08-31
2016-09-14,538,서울 광진구,의약품 도매업,21713315.71428571,2016-09-14
2016-09-28,538,서울 광진구,의약품 도매업,20606948.42857143,2016-09-28
2016-10-12,538,서울 광진구,의약품 도매업,9111989.714285713,2016-10-12
2016-10-26,538,서울 광진구,의약품 도매업,34095974.71428571,2016-10-26
2016-11-09,538,서울 광진구,의약품 도매업,2100080.8571428573,2016-11-09
2016-11-23,538,서울 광진구,의약품 도매업,37797996.99999999,2016-11-23
2016-12-07,538,서울 광진구,의약품 도매업,3919863.4285714286,2016-12-07
2016-12-21,538,서울 광진구,의약품 도매업,52162023.0,2016-12-21
2017-01-04,538,서울 광진구,의약품 도매업,2885557.142857143,2017-01-04
2017-01-18,538,서울 광진구,의약품 도매업,39065750.71428572,2017-01-18
2017-02-01,538,서울 광진구,의약품 도매업,3120571.4285714286,2017-02-01
2017-02-15,538,서울 광진구,의약품 도매업,37740438.71428572,2017-02-15
2017-03-01,538,서울 광진구,의약품 도매업,4422831.428571429,2017-03-01
2017-03-15,538,서울 광진구,의약품 도매업,17694767.0,2017-03-15
2017-03-29,538,서울 광진구,의약품 도매업,29975348.714285716,2017-03-29
2017-04-12,538,서울 광진구,의약품 도매업,26415654.285714284,2017-04-12
2017-04-26,538,서울 광진구,의약품 도매업,27637945.0,2017-04-26
2017-05-10,538,서울 광진구,의약품 도매업,9305826.42857143,2017-05-10
2017-05-24,538,서울 광진구,의약품 도매업,42944244.14285714,2017-05-24
2017-06-07,538,서울 광진구,의약품 도매업,5598940.571428571,2017-06-07
2017-06-21,538,서울 광진구,의약품 도매업,47392508.428571425,2017-06-21
2017-07-05,538,서울 광진구,의약품 도매업,4813953.428571428,2017-07-05
2017-07-19,538,서울 광진구,의약품 도매업,44408288.71428572,2017-07-19
2017-08-02,538,서울 광진구,의약품 도매업,3330153.0,2017-08-02
2017-08-16,538,서울 광진구,의약품 도매업,31141412.142857146,2017-08-16
2017-08-30,538,서울 광진구,의약품 도매업,17430724.14285714,2017-08-30
2017-09-13,538,서울 광진구,의약품 도매업,8654768.285714284,2017-09-13
2017-09-27,538,서울 광진구,의약품 도매업,13855165.142857144,2017-09-27
2017-10-11,538,서울 광진구,의약품 도매업,8858600.42857143,2017-10-11
2017-10-25,538,서울 광진구,의약품 도매업,21744492.57142857,2017-10-25
2017-11-08,538,서울 광진구,의약품 도매업,3191727.428571428,2017-11-08
2017-11-22,538,서울 광진구,의약품 도매업,29603516.285714284,2017-11-22
2017-12-06,538,서울 광진구,의약품 도매업,5432400.285714286,2017-12-06
2017-12-20,538,서울 광진구,의약품 도매업,40063067.142857134,2017-12-20
2018-01-03,538,서울 광진구,의약품 도매업,10520117.142857142,2018-01-03
2018-01-17,538,서울 광진구,의약품 도매업,43284122.57142858,2018-01-17
2018-01-31,538,서울 광진구,의약품 도매업,13539087.142857144,2018-01-31
2018-02-14,538,서울 광진구,의약품 도매업,28199569.71428571,2018-02-14
2018-02-28,538,서울 광진구,의약품 도매업,19744715.0,2018-02-28
2018-03-14,538,서울 광진구,의약품 도매업,16534434.0,2018-03-14
2018-03-28,538,서울 광진구,의약품 도매업,34014700.428571425,2018-03-28
2018-04-11,538,서울 광진구,의약품 도매업,9688518.42857143,2018-04-11
2018-04-25,538,서울 광진구,의약품 도매업,49851940.0,2018-04-25
2018-05-09,538,서울 광진구,의약품 도매업,3051013.9999999995,2018-05-09
2018-05-23,538,서울 광진구,의약품 도매업,51083626.71428571,2018-05-23
2018-06-06,538,서울 광진구,의약품 도매업,4083572.714285714,2018-06-06
2018-06-20,538,서울 광진구,의약품 도매업,53307697.71428571,2018-06-20
2018-07-04,538,서울 광진구,의약품 도매업,4548467.857142856,2018-07-04
2018-07-18,538,서울 광진구,의약품 도매업,46890474.85714286,2018-07-18
2018-08-01,538,서울 광진구,의약품 도매업,5348386.714285715,2018-08-01
2018-08-15,538,서울 광진구,의약품 도매업,17738552.14285714,2018-08-15
2018-08-29,538,서울 광진구,의약품 도매업,34743456.42857142,2018-08-29
2018-09-12,538,서울 광진구,의약품 도매업,17560578.0,2018-09-12
2018-09-26,538,서울 광진구,의약품 도매업,29300053.71428572,2018-09-26
2018-10-10,538,서울 광진구,의약품 도매업,2873323.714285714,2018-10-10
2018-10-24,538,서울 광진구,의약품 도매업,52597768.42857142,2018-10-24
2018-11-07,538,서울 광진구,의약품 도매업,3764626.5714285714,2018-11-07
2018-11-21,538,서울 광진구,의약품 도매업,41650101.28571429,2018-11-21
2018-12-05,538,서울 광진구,의약품 도매업,4873744.142857143,2018-12-05
2018-12-19,538,서울 광진구,의약품 도매업,39037435.85714286,2018-12-19
2019-01-02,538,서울 광진구,의약품 도매업,11600455.428571431,2019-01-02
2019-01-16,538,서울 광진구,의약품 도매업,26258797.714285716,2019-01-16
2019-01-30,538,서울 광진구,의약품 도매업,21016134.42857143,2019-01-30
2019-02-13,538,서울 광진구,의약품 도매업,25406349.0,2019-02-13
2019-02-27,538,서울 광진구,의약품 도매업,15470142.285714284,2019-02-27
2016-06-01,541,경북 구미시,한식 음식점업,349285.71428571426,2016-06-01
2016-06-15,541,경북 구미시,한식 음식점업,327285.71428571426,2016-06-15
2016-06-29,541,경북 구미시,한식 음식점업,622214.2857142858,2016-06-29
2016-07-13,541,경북 구미시,한식 음식점업,178285.7142857143,2016-07-13
2016-07-27,541,경북 구미시,한식 음식점업,355714.28571428574,2016-07-27
2016-08-10,541,경북 구미시,한식 음식점업,251142.85714285713,2016-08-10
2016-08-24,541,경북 구미시,한식 음식점업,550857.1428571428,2016-08-24
2016-09-07,541,경북 구미시,한식 음식점업,204714.2857142857,2016-09-07
2016-09-21,541,경북 구미시,한식 음식점업,307071.4285714286,2016-09-21
2016-10-05,541,경북 구미시,한식 음식점업,330142.8571428571,2016-10-05
2016-10-19,541,경북 구미시,한식 음식점업,337571.4285714285,2016-10-19
2016-11-02,541,경북 구미시,한식 음식점업,269142.85714285716,2016-11-02
2016-11-16,541,경북 구미시,한식 음식점업,222785.7142857143,2016-11-16
2016-11-30,541,경북 구미시,한식 음식점업,408644.85714285716,2016-11-30
2016-12-14,541,경북 구미시,한식 음식점업,292857.14285714284,2016-12-14
2016-12-28,541,경북 구미시,한식 음식점업,359214.2857142858,2016-12-28
2017-01-11,541,경북 구미시,한식 음식점업,310357.14285714284,2017-01-11
2017-01-25,541,경북 구미시,한식 음식점업,486428.5714285714,2017-01-25
2017-02-08,541,경북 구미시,한식 음식점업,501214.2857142857,2017-02-08
2017-02-22,541,경북 구미시,한식 음식점업,258144.85714285713,2017-02-22
2017-03-08,541,경북 구미시,한식 음식점업,720000.0,2017-03-08
2017-03-22,541,경북 구미시,한식 음식점업,328285.7142857142,2017-03-22
2017-04-05,541,경북 구미시,한식 음식점업,404142.85714285716,2017-04-05
2017-04-19,541,경북 구미시,한식 음식점업,593714.2857142858,2017-04-19
2017-05-03,541,경북 구미시,한식 음식점업,159857.14285714284,2017-05-03
2017-05-17,541,경북 구미시,한식 음식점업,460857.14285714284,2017-05-17
2017-05-31,541,경북 구미시,한식 음식점업,284428.57142857154,2017-05-31
2017-06-14,541,경북 구미시,한식 음식점업,439860.2857142857,2017-06-14
2017-06-28,541,경북 구미시,한식 음식점업,437000.00000000006,2017-06-28
2017-07-12,541,경북 구미시,한식 음식점업,304000.0,2017-07-12
2017-07-26,541,경북 구미시,한식 음식점업,478428.5714285714,2017-07-26
2017-08-09,541,경북 구미시,한식 음식점업,412714.2857142857,2017-08-09
2017-08-23,541,경북 구미시,한식 음식점업,563428.5714285715,2017-08-23
2017-09-06,541,경북 구미시,한식 음식점업,538005.0,2017-09-06
2017-09-20,541,경북 구미시,한식 음식점업,615714.2857142857,2017-09-20
2017-10-04,541,경북 구미시,한식 음식점업,335000.00000000006,2017-10-04
2017-10-18,541,경북 구미시,한식 음식점업,454857.14285714284,2017-10-18
2017-11-01,541,경북 구미시,한식 음식점업,607142.8571428572,2017-11-01
2017-11-15,541,경북 구미시,한식 음식점업,421428.5714285714,2017-11-15
2017-11-29,541,경북 구미시,한식 음식점업,737428.5714285716,2017-11-29
2017-12-13,541,경북 구미시,한식 음식점업,311428.5714285714,2017-12-13
2017-12-27,541,경북 구미시,한식 음식점업,666142.8571428572,2017-12-27
2018-01-10,541,경북 구미시,한식 음식점업,463857.1428571428,2018-01-10
2018-01-24,541,경북 구미시,한식 음식점업,689857.1428571428,2018-01-24
2018-02-07,541,경북 구미시,한식 음식점업,668714.2857142858,2018-02-07
2018-02-21,541,경북 구미시,한식 음식점업,920428.5714285715,2018-02-21
2018-03-07,541,경북 구미시,한식 음식점업,724999.9999999999,2018-03-07
2018-03-21,541,경북 구미시,한식 음식점업,592285.7142857142,2018-03-21
2018-04-04,541,경북 구미시,한식 음식점업,549357.1428571428,2018-04-04
2018-04-18,541,경북 구미시,한식 음식점업,498857.14285714296,2018-04-18
2018-05-02,541,경북 구미시,한식 음식점업,552785.7142857142,2018-05-02
2018-05-16,541,경북 구미시,한식 음식점업,346714.2857142857,2018-05-16
2018-05-30,541,경북 구미시,한식 음식점업,696571.4285714286,2018-05-30
2018-06-13,541,경북 구미시,한식 음식점업,235714.28571428574,2018-06-13
2018-06-27,541,경북 구미시,한식 음식점업,542142.8571428572,2018-06-27
2018-07-11,541,경북 구미시,한식 음식점업,330428.5714285714,2018-07-11
2018-07-25,541,경북 구미시,한식 음식점업,491142.85714285716,2018-07-25
2018-08-08,541,경북 구미시,한식 음식점업,398571.42857142864,2018-08-08
2018-08-22,541,경북 구미시,한식 음식점업,613785.7142857143,2018-08-22
2018-09-05,541,경북 구미시,한식 음식점업,510857.1428571428,2018-09-05
2018-09-19,541,경북 구미시,한식 음식점업,607285.7142857144,2018-09-19
2018-10-03,541,경북 구미시,한식 음식점업,587571.4285714288,2018-10-03
2018-10-17,541,경북 구미시,한식 음식점업,549285.7142857143,2018-10-17
2018-10-31,541,경북 구미시,한식 음식점업,734000.0,2018-10-31
2018-11-14,541,경북 구미시,한식 음식점업,394285.7142857143,2018-11-14
2018-11-28,541,경북 구미시,한식 음식점업,688428.5714285715,2018-11-28
2018-12-12,541,경북 구미시,한식 음식점업,287857.1428571429,2018-12-12
2018-12-26,541,경북 구미시,한식 음식점업,406142.85714285716,2018-12-26
2019-01-09,541,경북 구미시,한식 음식점업,621787.7142857143,2019-01-09
2019-01-23,541,경북 구미시,한식 음식점업,445071.42857142864,2019-01-23
2019-02-06,541,경북 구미시,한식 음식점업,573428.5714285714,2019-02-06
2019-02-20,541,경북 구미시,한식 음식점업,400357.14285714284,2019-02-20
2016-06-01,548,서울 성북구,한식 음식점업,341357.14285714284,2016-06-01
2016-06-15,548,서울 성북구,한식 음식점업,419714.2857142857,2016-06-15
2016-06-29,548,서울 성북구,한식 음식점업,337500.00000000006,2016-06-29
2016-07-13,548,서울 성북구,한식 음식점업,332000.00000000006,2016-07-13
2016-07-27,548,서울 성북구,한식 음식점업,333785.71428571426,2016-07-27
2016-08-10,548,서울 성북구,한식 음식점업,310214.2857142857,2016-08-10
2016-08-24,548,서울 성북구,한식 음식점업,353214.2857142857,2016-08-24
2016-09-07,548,서울 성북구,한식 음식점업,426571.4285714286,2016-09-07
2016-09-21,548,서울 성북구,한식 음식점업,437142.85714285716,2016-09-21
2016-10-05,548,서울 성북구,한식 음식점업,351571.4285714286,2016-10-05
2016-10-19,548,서울 성북구,한식 음식점업,450857.1428571429,2016-10-19
2016-11-02,548,서울 성북구,한식 음식점업,394500.00000000006,2016-11-02
2016-11-16,548,서울 성북구,한식 음식점업,476857.14285714284,2016-11-16
2016-11-30,548,서울 성북구,한식 음식점업,401857.1428571428,2016-11-30
2016-12-14,548,서울 성북구,한식 음식점업,392071.42857142864,2016-12-14
2016-12-28,548,서울 성북구,한식 음식점업,301571.42857142846,2016-12-28
2017-01-11,548,서울 성북구,한식 음식점업,279142.85714285716,2017-01-11
2017-01-25,548,서울 성북구,한식 음식점업,313571.42857142864,2017-01-25
2017-02-08,548,서울 성북구,한식 음식점업,333714.28571428574,2017-02-08
2017-02-22,548,서울 성북구,한식 음식점업,278142.85714285716,2017-02-22
2017-03-08,548,서울 성북구,한식 음식점업,334714.28571428574,2017-03-08
2017-03-22,548,서울 성북구,한식 음식점업,307857.14285714284,2017-03-22
2017-04-05,548,서울 성북구,한식 음식점업,363857.14285714284,2017-04-05
2017-04-19,548,서울 성북구,한식 음식점업,349142.8571428572,2017-04-19
2017-05-03,548,서울 성북구,한식 음식점업,381500.00000000006,2017-05-03
2017-05-17,548,서울 성북구,한식 음식점업,474357.14285714284,2017-05-17
2017-05-31,548,서울 성북구,한식 음식점업,369999.99999999994,2017-05-31
2017-06-14,548,서울 성북구,한식 음식점업,435528.5714285715,2017-06-14
2017-06-28,548,서울 성북구,한식 음식점업,414871.4285714285,2017-06-28
2017-07-12,548,서울 성북구,한식 음식점업,350071.4285714285,2017-07-12
2017-07-26,548,서울 성북구,한식 음식점업,350857.1428571429,2017-07-26
2017-08-09,548,서울 성북구,한식 음식점업,270428.5714285715,2017-08-09
2017-08-23,548,서울 성북구,한식 음식점업,331642.8571428571,2017-08-23
2017-09-06,548,서울 성북구,한식 음식점업,405142.85714285716,2017-09-06
2017-09-20,548,서울 성북구,한식 음식점업,361071.4285714286,2017-09-20
2017-10-04,548,서울 성북구,한식 음식점업,357428.5714285714,2017-10-04
2017-10-18,548,서울 성북구,한식 음식점업,310000.0,2017-10-18
2017-11-01,548,서울 성북구,한식 음식점업,500999.99999999994,2017-11-01
2017-11-15,548,서울 성북구,한식 음식점업,416142.85714285716,2017-11-15
2017-11-29,548,서울 성북구,한식 음식점업,358571.4285714285,2017-11-29
2017-12-13,548,서울 성북구,한식 음식점업,363142.8571428571,2017-12-13
2017-12-27,548,서울 성북구,한식 음식점업,260857.14285714284,2017-12-27
2018-01-10,548,서울 성북구,한식 음식점업,286357.1428571428,2018-01-10
2018-01-24,548,서울 성북구,한식 음식점업,308642.8571428571,2018-01-24
2018-02-07,548,서울 성북구,한식 음식점업,298642.85714285716,2018-02-07
2018-02-21,548,서울 성북구,한식 음식점업,385857.1428571428,2018-02-21
2018-03-07,548,서울 성북구,한식 음식점업,474214.28571428574,2018-03-07
2018-03-21,548,서울 성북구,한식 음식점업,488785.7142857142,2018-03-21
2018-04-04,548,서울 성북구,한식 음식점업,373428.57142857136,2018-04-04
2018-04-18,548,서울 성북구,한식 음식점업,475071.4285714285,2018-04-18
2018-05-02,548,서울 성북구,한식 음식점업,472714.2857142856,2018-05-02
2018-05-16,548,서울 성북구,한식 음식점업,359928.5714285714,2018-05-16
2018-05-30,548,서울 성북구,한식 음식점업,382871.4285714285,2018-05-30
2018-06-13,548,서울 성북구,한식 음식점업,547285.7142857144,2018-06-13
2018-06-27,548,서울 성북구,한식 음식점업,331714.28571428574,2018-06-27
2018-07-11,548,서울 성북구,한식 음식점업,367285.71428571426,2018-07-11
2018-07-25,548,서울 성북구,한식 음식점업,409571.4285714285,2018-07-25
2018-08-08,548,서울 성북구,한식 음식점업,405214.28571428574,2018-08-08
2018-08-22,548,서울 성북구,한식 음식점업,442571.4285714285,2018-08-22
2018-09-05,548,서울 성북구,한식 음식점업,347785.71428571426,2018-09-05
2018-09-19,548,서울 성북구,한식 음식점업,412429.14285714284,2018-09-19
2018-10-03,548,서울 성북구,한식 음식점업,475071.42857142864,2018-10-03
2018-10-17,548,서울 성북구,한식 음식점업,373000.0,2018-10-17
2018-10-31,548,서울 성북구,한식 음식점업,327428.5714285714,2018-10-31
2018-11-14,548,서울 성북구,한식 음식점업,349214.2857142857,2018-11-14
2018-11-28,548,서울 성북구,한식 음식점업,359785.71428571426,2018-11-28
2018-12-12,548,서울 성북구,한식 음식점업,337142.8571428571,2018-12-12
2018-12-26,548,서울 성북구,한식 음식점업,284857.1428571429,2018-12-26
2019-01-09,548,서울 성북구,한식 음식점업,378000.00000000006,2019-01-09
2019-01-23,548,서울 성북구,한식 음식점업,438502.7142857143,2019-01-23
2019-02-06,548,서울 성북구,한식 음식점업,422357.14285714284,2019-02-06
2019-02-20,548,서울 성북구,한식 음식점업,196142.85714285713,2019-02-20
2016-06-02,550,서울 성북구,가전제품 소매업,920000.0,2016-06-02
2016-06-16,550,서울 성북구,가전제품 소매업,2019999.9999999998,2016-06-16
2016-06-30,550,서울 성북구,가전제품 소매업,867857.142857143,2016-06-30
2016-07-14,550,서울 성북구,가전제품 소매업,1187142.857142857,2016-07-14
2016-07-28,550,서울 성북구,가전제품 소매업,1965714.285714286,2016-07-28
2016-08-11,550,서울 성북구,가전제품 소매업,508571.42857142864,2016-08-11
2016-08-25,550,서울 성북구,가전제품 소매업,1515000.0,2016-08-25
2016-09-08,550,서울 성북구,가전제품 소매업,1244285.7142857143,2016-09-08
2016-09-22,550,서울 성북구,가전제품 소매업,2927142.857142857,2016-09-22
2016-10-06,550,서울 성북구,가전제품 소매업,465714.2857142856,2016-10-06
2016-10-20,550,서울 성북구,가전제품 소매업,3465000.0,2016-10-20
2016-11-03,550,서울 성북구,가전제품 소매업,958571.4285714286,2016-11-03
2016-11-17,550,서울 성북구,가전제품 소매업,2002857.1428571427,2016-11-17
2016-12-01,550,서울 성북구,가전제품 소매업,1397142.857142857,2016-12-01
2016-12-15,550,서울 성북구,가전제품 소매업,3205000.0,2016-12-15
2016-12-29,550,서울 성북구,가전제품 소매업,1448571.4285714284,2016-12-29
2017-01-12,550,서울 성북구,가전제품 소매업,884285.7142857143,2017-01-12
2017-01-26,550,서울 성북구,가전제품 소매업,2510714.285714286,2017-01-26
2017-02-09,550,서울 성북구,가전제품 소매업,1215714.285714286,2017-02-09
2017-02-23,550,서울 성북구,가전제품 소매업,2144285.7142857146,2017-02-23
2017-03-09,550,서울 성북구,가전제품 소매업,917142.8571428573,2017-03-09
2017-03-23,550,서울 성북구,가전제품 소매업,3419285.714285715,2017-03-23
2017-04-06,550,서울 성북구,가전제품 소매업,802285.7142857143,2017-04-06
2017-04-20,550,서울 성북구,가전제품 소매업,3557142.8571428573,2017-04-20
2017-05-04,550,서울 성북구,가전제품 소매업,1220714.2857142854,2017-05-04
2017-05-18,550,서울 성북구,가전제품 소매업,2224285.714285714,2017-05-18
2017-06-01,550,서울 성북구,가전제품 소매업,603000.0000000001,2017-06-01
2017-06-15,550,서울 성북구,가전제품 소매업,2344285.7142857146,2017-06-15
2017-06-29,550,서울 성북구,가전제품 소매업,2251428.571428571,2017-06-29
2017-07-13,550,서울 성북구,가전제품 소매업,1162857.142857143,2017-07-13
2017-07-27,550,서울 성북구,가전제품 소매업,2291428.571428572,2017-07-27
2017-08-10,550,서울 성북구,가전제품 소매업,1272857.142857143,2017-08-10
2017-08-24,550,서울 성북구,가전제품 소매업,2830000.0,2017-08-24
2017-09-07,550,서울 성북구,가전제품 소매업,624285.7142857142,2017-09-07
2017-09-21,550,서울 성북구,가전제품 소매업,2129285.7142857146,2017-09-21
2017-10-05,550,서울 성북구,가전제품 소매업,185714.2857142857,2017-10-05
2017-10-19,550,서울 성북구,가전제품 소매업,3588571.428571428,2017-10-19
2017-11-02,550,서울 성북구,가전제품 소매업,239857.14285714284,2017-11-02
2017-11-16,550,서울 성북구,가전제품 소매업,1258571.4285714286,2017-11-16
2017-11-30,550,서울 성북구,가전제품 소매업,1851428.5714285716,2017-11-30
2017-12-14,550,서울 성북구,가전제품 소매업,3322857.1428571427,2017-12-14
2017-12-28,550,서울 성북구,가전제품 소매업,591428.5714285715,2017-12-28
2018-01-11,550,서울 성북구,가전제품 소매업,1048571.4285714286,2018-01-11
2018-01-25,550,서울 성북구,가전제품 소매업,2080714.2857142857,2018-01-25
2018-02-08,550,서울 성북구,가전제품 소매업,1417857.1428571427,2018-02-08
2018-02-22,550,서울 성북구,가전제품 소매업,2690714.2857142854,2018-02-22
2018-03-08,550,서울 성북구,가전제품 소매업,351000.00000000006,2018-03-08
2018-03-22,550,서울 성북구,가전제품 소매업,1355000.0000000002,2018-03-22
2018-04-05,550,서울 성북구,가전제품 소매업,300714.2857142857,2018-04-05
2018-04-19,550,서울 성북구,가전제품 소매업,1141428.5714285716,2018-04-19
2018-05-03,550,서울 성북구,가전제품 소매업,295714.2857142857,2018-05-03
2018-05-17,550,서울 성북구,가전제품 소매업,815000.0,2018-05-17
2018-05-31,550,서울 성북구,가전제품 소매업,630714.2857142857,2018-05-31
2018-06-14,550,서울 성북구,가전제품 소매업,1427142.8571428573,2018-06-14
2018-06-28,550,서울 성북구,가전제품 소매업,2091428.5714285716,2018-06-28
2018-07-12,550,서울 성북구,가전제품 소매업,621428.5714285714,2018-07-12
2018-07-26,550,서울 성북구,가전제품 소매업,1390714.2857142854,2018-07-26
2018-08-09,550,서울 성북구,가전제품 소매업,540714.2857142857,2018-08-09
2018-08-23,550,서울 성북구,가전제품 소매업,1709285.714285714,2018-08-23
2018-09-06,550,서울 성북구,가전제품 소매업,967142.857142857,2018-09-06
