,store_id,region,type_of_business,amount,Date
2017-05-03,110,서울 영등포구,안경 및 렌즈 소매업,2784999.9999999995,2017-05-03
2017-05-31,110,서울 영등포구,안경 및 렌즈 소매업,2426714.285714286,2017-05-31
2017-06-28,110,서울 영등포구,안경 및 렌즈 소매업,2324571.4285714286,2017-06-28
2017-07-26,110,서울 영등포구,안경 및 렌즈 소매업,2048428.5714285718,2017-07-26
2017-08-23,110,서울 영등포구,안경 및 렌즈 소매업,2419142.857142857,2017-08-23
2017-09-20,110,서울 영등포구,안경 및 렌즈 소매업,2093285.714285714,2017-09-20
2017-10-18,110,서울 영등포구,안경 및 렌즈 소매업,1968000.0,2017-10-18
2017-11-15,110,서울 영등포구,안경 및 렌즈 소매업,1746142.857142857,2017-11-15
2017-12-13,110,서울 영등포구,안경 및 렌즈 소매업,2014871.4285714289,2017-12-13
2018-01-10,110,서울 영등포구,안경 및 렌즈 소매업,2013857.142857143,2018-01-10
2018-02-07,110,서울 영등포구,안경 및 렌즈 소매업,1905285.7142857146,2018-02-07
2018-03-07,110,서울 영등포구,안경 및 렌즈 소매업,1919571.4285714284,2018-03-07
2018-04-04,110,서울 영등포구,안경 및 렌즈 소매업,1611642.857142857,2018-04-04
2018-05-02,110,서울 영등포구,안경 및 렌즈 소매업,1407571.4285714284,2018-05-02
2018-05-30,110,서울 영등포구,안경 및 렌즈 소매업,1506714.2857142861,2018-05-30
2018-06-27,110,서울 영등포구,안경 및 렌즈 소매업,1781142.857142857,2018-06-27
2018-07-25,110,서울 영등포구,안경 및 렌즈 소매업,1479000.0000000002,2018-07-25
2018-08-22,110,서울 영등포구,안경 및 렌즈 소매업,1488571.4285714284,2018-08-22
2018-09-19,110,서울 영등포구,안경 및 렌즈 소매업,1133857.1428571427,2018-09-19
2018-10-17,110,서울 영등포구,안경 및 렌즈 소매업,974000.0000000001,2018-10-17
2018-11-14,110,서울 영등포구,안경 및 렌즈 소매업,1383285.7142857143,2018-11-14
2018-12-12,110,서울 영등포구,안경 및 렌즈 소매업,1409857.1428571427,2018-12-12
2019-01-09,110,서울 영등포구,안경 및 렌즈 소매업,1178142.857142857,2019-01-09
2019-02-06,110,서울 영등포구,안경 및 렌즈 소매업,1245428.5714285714,2019-02-06
2016-06-01,112,서울 중구,골프연습장 운영업,2127214.285714286,2016-06-01
2016-06-29,112,서울 중구,골프연습장 운영업,1700642.8571428573,2016-06-29
2016-07-27,112,서울 중구,골프연습장 운영업,1209500.0,2016-07-27
2016-08-24,112,서울 중구,골프연습장 운영업,1436357.1428571425,2016-08-24
2016-09-21,112,서울 중구,골프연습장 운영업,1762357.1428571432,2016-09-21
2016-10-19,112,서울 중구,골프연습장 운영업,1331857.142857143,2016-10-19
2016-11-16,112,서울 중구,골프연습장 운영업,1406857.1428571427,2016-11-16
2016-12-14,112,서울 중구,골프연습장 운영업,2099071.428571429,2016-12-14
2017-01-11,112,서울 중구,골프연습장 운영업,2098701.7142857146,2017-01-11
2017-02-08,112,서울 중구,골프연습장 운영업,1728000.0000000002,2017-02-08
2017-03-08,112,서울 중구,골프연습장 운영업,2147571.4285714286,2017-03-08
2017-04-05,112,서울 중구,골프연습장 운영업,1663400.0000000002,2017-04-05
2017-05-03,112,서울 중구,골프연습장 운영업,737571.4285714285,2017-05-03
2017-05-31,112,서울 중구,골프연습장 운영업,1190071.4285714286,2017-05-31
2017-06-28,112,서울 중구,골프연습장 운영업,1309928.5714285718,2017-06-28
2017-07-26,112,서울 중구,골프연습장 운영업,1147400.0,2017-07-26
2017-08-23,112,서울 중구,골프연습장 운영업,1167114.2857142854,2017-08-23
2017-09-20,112,서울 중구,골프연습장 운영업,813114.2857142859,2017-09-20
2017-10-18,112,서울 중구,골프연습장 운영업,654914.2857142857,2017-10-18
2017-11-15,112,서울 중구,골프연습장 운영업,1068285.714285714,2017-11-15
2017-12-13,112,서울 중구,골프연습장 운영업,1140071.4285714286,2017-12-13
2018-01-10,112,서울 중구,골프연습장 운영업,1420428.5714285714,2018-01-10
2018-02-07,112,서울 중구,골프연습장 운영업,795928.5714285715,2018-02-07
2018-03-07,112,서울 중구,골프연습장 운영업,920842.857142857,2018-03-07
2018-04-04,112,서울 중구,골프연습장 운영업,741914.2857142859,2018-04-04
2018-05-02,112,서울 중구,골프연습장 운영업,799642.8571428572,2018-05-02
2018-05-30,112,서울 중구,골프연습장 운영업,697428.5714285715,2018-05-30
2018-06-27,112,서울 중구,골프연습장 운영업,1128500.0,2018-06-27
2018-07-25,112,서울 중구,골프연습장 운영업,1085357.1428571427,2018-07-25
2018-08-22,112,서울 중구,골프연습장 운영업,829399.9999999999,2018-08-22
2018-09-19,112,서울 중구,골프연습장 운영업,810500.0000000002,2018-09-19
2018-10-17,112,서울 중구,골프연습장 운영업,915642.8571428569,2018-10-17
2018-11-14,112,서울 중구,골프연습장 운영업,663428.5714285714,2018-11-14
2018-12-12,112,서울 중구,골프연습장 운영업,1493500.0,2018-12-12
2019-01-09,112,서울 중구,골프연습장 운영업,1681857.142857143,2019-01-09
2019-02-06,112,서울 중구,골프연습장 운영업,1112914.2857142854,2019-02-06
2016-06-01,113,서울 서초구,속옷 및 잠옷 소매업,3122349.9999999995,2016-06-01
2016-06-29,113,서울 서초구,속옷 및 잠옷 소매업,4442382.857142858,2016-06-29
2016-07-27,113,서울 서초구,속옷 및 잠옷 소매업,3195378.5714285714,2016-07-27
2016-08-24,113,서울 서초구,속옷 및 잠옷 소매업,1708692.8571428575,2016-08-24
2016-09-21,113,서울 서초구,속옷 및 잠옷 소매업,3967252.8571428563,2016-09-21
2016-10-19,113,서울 서초구,속옷 및 잠옷 소매업,7206859.999999997,2016-10-19
2016-11-16,113,서울 서초구,속옷 및 잠옷 소매업,6177335.714285716,2016-11-16
2016-12-14,113,서울 서초구,속옷 및 잠옷 소매업,5083850.0,2016-12-14
2017-01-11,113,서울 서초구,속옷 및 잠옷 소매업,3357928.5714285714,2017-01-11
2017-02-08,113,서울 서초구,속옷 및 잠옷 소매업,3831042.8571428577,2017-02-08
2017-03-08,113,서울 서초구,속옷 및 잠옷 소매업,3100564.2857142854,2017-03-08
2017-04-05,113,서울 서초구,속옷 및 잠옷 소매업,3697214.2857142845,2017-04-05
2017-05-03,113,서울 서초구,속옷 및 잠옷 소매업,2637574.2857142854,2017-05-03
2017-05-31,113,서울 서초구,속옷 및 잠옷 소매업,2080885.7142857146,2017-05-31
2017-06-28,113,서울 서초구,속옷 및 잠옷 소매업,3227589.9999999995,2017-06-28
2017-07-26,113,서울 서초구,속옷 및 잠옷 소매업,2356214.285714286,2017-07-26
2017-08-23,113,서울 서초구,속옷 및 잠옷 소매업,2439014.2857142854,2017-08-23
2017-09-20,113,서울 서초구,속옷 및 잠옷 소매업,2544328.571428572,2017-09-20
2017-10-18,113,서울 서초구,속옷 및 잠옷 소매업,2759385.714285715,2017-10-18
2017-11-15,113,서울 서초구,속옷 및 잠옷 소매업,3422285.7142857136,2017-11-15
2017-12-13,113,서울 서초구,속옷 및 잠옷 소매업,4184928.5714285728,2017-12-13
2018-01-10,113,서울 서초구,속옷 및 잠옷 소매업,2642157.1428571427,2018-01-10
2018-02-07,113,서울 서초구,속옷 및 잠옷 소매업,3317628.5714285714,2018-02-07
2018-03-07,113,서울 서초구,속옷 및 잠옷 소매업,4023642.8571428577,2018-03-07
2018-04-04,113,서울 서초구,속옷 및 잠옷 소매업,4980042.857142858,2018-04-04
2018-05-02,113,서울 서초구,속옷 및 잠옷 소매업,3664499.999999999,2018-05-02
2018-05-30,113,서울 서초구,속옷 및 잠옷 소매업,4719757.142857143,2018-05-30
2018-06-27,113,서울 서초구,속옷 및 잠옷 소매업,4652957.142857143,2018-06-27
2018-07-25,113,서울 서초구,속옷 및 잠옷 소매업,3751282.857142857,2018-07-25
2018-08-22,113,서울 서초구,속옷 및 잠옷 소매업,3092271.428571428,2018-08-22
2018-09-19,113,서울 서초구,속옷 및 잠옷 소매업,3852971.428571428,2018-09-19
2018-10-17,113,서울 서초구,속옷 및 잠옷 소매업,4618949.999999999,2018-10-17
2018-11-14,113,서울 서초구,속옷 및 잠옷 소매업,3463600.0,2018-11-14
2018-12-12,113,서울 서초구,속옷 및 잠옷 소매업,2831071.428571428,2018-12-12
2019-01-09,113,서울 서초구,속옷 및 잠옷 소매업,2595228.5714285714,2019-01-09
2019-02-06,113,서울 서초구,속옷 및 잠옷 소매업,2024178.5714285716,2019-02-06
2016-06-01,117,경기 시흥시,한식 음식점업,1727285.7142857148,2016-06-01
2016-06-29,117,경기 시흥시,한식 음식점업,1551285.714285714,2016-06-29
2016-07-27,117,경기 시흥시,한식 음식점업,1683142.8571428573,2016-07-27
2016-08-24,117,경기 시흥시,한식 음식점업,1659442.8571428577,2016-08-24
2016-09-21,117,경기 시흥시,한식 음식점업,1420428.5714285716,2016-09-21
2016-10-19,117,경기 시흥시,한식 음식점업,1217714.2857142857,2016-10-19
2016-11-16,117,경기 시흥시,한식 음식점업,887428.5714285714,2016-11-16
2016-12-14,117,경기 시흥시,한식 음식점업,1153285.7142857143,2016-12-14
2017-01-11,117,경기 시흥시,한식 음식점업,1077999.9999999998,2017-01-11
2017-02-08,117,경기 시흥시,한식 음식점업,1095714.2857142857,2017-02-08
2017-03-08,117,경기 시흥시,한식 음식점업,1107285.7142857146,2017-03-08
2017-04-05,117,경기 시흥시,한식 음식점업,1198428.5714285716,2017-04-05
2017-05-03,117,경기 시흥시,한식 음식점업,1248142.857142857,2017-05-03
2017-05-31,117,경기 시흥시,한식 음식점업,1193714.2857142854,2017-05-31
2017-06-28,117,경기 시흥시,한식 음식점업,1267285.714285714,2017-06-28
2017-07-26,117,경기 시흥시,한식 음식점업,1118285.7142857146,2017-07-26
2017-08-23,117,경기 시흥시,한식 음식점업,1366428.5714285714,2017-08-23
2017-09-20,117,경기 시흥시,한식 음식점업,1126000.0,2017-09-20
2017-10-18,117,경기 시흥시,한식 음식점업,1063571.4285714286,2017-10-18
2017-11-15,117,경기 시흥시,한식 음식점업,1079285.7142857143,2017-11-15
2017-12-13,117,경기 시흥시,한식 음식점업,1295828.5714285718,2017-12-13
2018-01-10,117,경기 시흥시,한식 음식점업,1394428.5714285714,2018-01-10
2018-02-07,117,경기 시흥시,한식 음식점업,988142.8571428573,2018-02-07
2018-03-07,117,경기 시흥시,한식 음식점업,1118000.0,2018-03-07
2018-04-04,117,경기 시흥시,한식 음식점업,1138571.4285714286,2018-04-04
2018-05-02,117,경기 시흥시,한식 음식점업,931714.2857142856,2018-05-02
2018-05-30,117,경기 시흥시,한식 음식점업,952000.0,2018-05-30
2018-06-27,117,경기 시흥시,한식 음식점업,1145642.8571428573,2018-06-27
2018-07-25,117,경기 시흥시,한식 음식점업,1106214.2857142857,2018-07-25
2018-08-22,117,경기 시흥시,한식 음식점업,961071.4285714284,2018-08-22
2018-09-19,117,경기 시흥시,한식 음식점업,723499.9999999999,2018-09-19
2018-10-17,117,경기 시흥시,한식 음식점업,899142.8571428574,2018-10-17
2018-11-14,117,경기 시흥시,한식 음식점업,712257.142857143,2018-11-14
2018-12-12,117,경기 시흥시,한식 음식점업,1064428.5714285716,2018-12-12
2019-01-09,117,경기 시흥시,한식 음식점업,859785.7142857143,2019-01-09
2019-02-06,117,경기 시흥시,한식 음식점업,688500.0,2019-02-06
2016-06-01,120,경기 성남시,기타 스포츠 교육기관,254285.71428571426,2016-06-01
2016-06-29,120,경기 성남시,기타 스포츠 교육기관,448571.4285714286,2016-06-29
2016-07-27,120,경기 성남시,기타 스포츠 교육기관,710000.0000000001,2016-07-27
2016-08-24,120,경기 성남시,기타 스포츠 교육기관,495714.2857142856,2016-08-24
2016-09-21,120,경기 성남시,기타 스포츠 교육기관,611428.5714285716,2016-09-21
2016-10-19,120,경기 성남시,기타 스포츠 교육기관,738571.4285714285,2016-10-19
2016-11-16,120,경기 성남시,기타 스포츠 교육기관,678571.4285714286,2016-11-16
2016-12-14,120,경기 성남시,기타 스포츠 교육기관,641428.5714285715,2016-12-14
2017-01-11,120,경기 성남시,기타 스포츠 교육기관,797142.8571428573,2017-01-11
2017-02-08,120,경기 성남시,기타 스포츠 교육기관,1109999.9999999998,2017-02-08
2017-03-08,120,경기 성남시,기타 스포츠 교육기관,784285.7142857142,2017-03-08
2017-04-05,120,경기 성남시,기타 스포츠 교육기관,828571.4285714284,2017-04-05
2017-05-03,120,경기 성남시,기타 스포츠 교육기관,675714.2857142857,2017-05-03
2017-05-31,120,경기 성남시,기타 스포츠 교육기관,839999.9999999999,2017-05-31
2017-06-28,120,경기 성남시,기타 스포츠 교육기관,658571.4285714286,2017-06-28
2017-07-26,120,경기 성남시,기타 스포츠 교육기관,762857.1428571427,2017-07-26
2017-08-23,120,경기 성남시,기타 스포츠 교육기관,861428.5714285715,2017-08-23
2017-09-20,120,경기 성남시,기타 스포츠 교육기관,762857.1428571428,2017-09-20
2017-10-18,120,경기 성남시,기타 스포츠 교육기관,681428.5714285715,2017-10-18
2017-11-15,120,경기 성남시,기타 스포츠 교육기관,784285.7142857143,2017-11-15
2017-12-13,120,경기 성남시,기타 스포츠 교육기관,967142.8571428572,2017-12-13
2018-01-10,120,경기 성남시,기타 스포츠 교육기관,702871.4285714285,2018-01-10
2018-02-07,120,경기 성남시,기타 스포츠 교육기관,821428.5714285714,2018-02-07
2018-03-07,120,경기 성남시,기타 스포츠 교육기관,731442.857142857,2018-03-07
2018-04-04,120,경기 성남시,기타 스포츠 교육기관,1642857.142857143,2018-04-04
2018-05-02,120,경기 성남시,기타 스포츠 교육기관,565714.2857142857,2018-05-02
2018-05-30,120,경기 성남시,기타 스포츠 교육기관,1068571.4285714282,2018-05-30
2018-06-27,120,경기 성남시,기타 스포츠 교육기관,1014285.7142857141,2018-06-27
2018-07-25,120,경기 성남시,기타 스포츠 교육기관,1036428.5714285712,2018-07-25
2018-08-22,120,경기 성남시,기타 스포츠 교육기관,904285.7142857142,2018-08-22
2018-09-19,120,경기 성남시,기타 스포츠 교육기관,1235714.2857142857,2018-09-19
2018-10-17,120,경기 성남시,기타 스포츠 교육기관,1072857.1428571427,2018-10-17
2018-11-14,120,경기 성남시,기타 스포츠 교육기관,1198571.4285714284,2018-11-14
2018-12-12,120,경기 성남시,기타 스포츠 교육기관,1109999.9999999998,2018-12-12
2019-01-09,120,경기 성남시,기타 스포츠 교육기관,693571.4285714283,2019-01-09
2019-02-06,120,경기 성남시,기타 스포츠 교육기관,982857.1428571426,2019-02-06
2016-06-01,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,896028.5714285716,2016-06-01
2016-06-29,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,805700.0000000001,2016-06-29
2016-07-27,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,854642.8571428572,2016-07-27
2016-08-24,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,909357.142857143,2016-08-24
2016-09-21,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,625728.5714285714,2016-09-21
2016-10-19,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,536928.5714285714,2016-10-19
2016-11-16,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,704885.7142857143,2016-11-16
2016-12-14,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,691357.142857143,2016-12-14
2017-01-11,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,714357.142857143,2017-01-11
2017-02-08,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,633871.4285714285,2017-02-08
2017-03-08,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,708714.2857142858,2017-03-08
2017-04-05,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,681600.0,2017-04-05
2017-05-03,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,618357.1428571428,2017-05-03
2017-05-31,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,605428.5714285714,2017-05-31
2017-06-28,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,122000.0,2017-06-28
2017-07-26,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,809571.4285714288,2017-07-26
2017-08-23,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,601342.8571428572,2017-08-23
2017-09-20,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,752342.8571428574,2017-09-20
2017-10-18,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,525571.4285714288,2017-10-18
2017-11-15,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,425857.1428571429,2017-11-15
2017-12-13,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,431142.8571428571,2017-12-13
2018-01-10,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,361928.5714285714,2018-01-10
2018-02-07,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,679214.2857142856,2018-02-07
2018-03-07,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,665928.5714285714,2018-03-07
2018-04-04,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,554142.857142857,2018-04-04
2018-05-02,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,481899.99999999994,2018-05-02
2018-05-30,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,412071.4285714286,2018-05-30
2018-06-27,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,397071.42857142864,2018-06-27
2018-07-25,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,421214.2857142857,2018-07-25
2018-08-22,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,378942.8571428571,2018-08-22
2018-09-19,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,359071.42857142864,2018-09-19
2018-10-17,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,294600.0,2018-10-17
2018-11-14,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,266300.0,2018-11-14
2018-12-12,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,221499.99999999997,2018-12-12
2019-01-09,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,298001.4285714286,2019-01-09
2019-02-06,122,서울 양천구,그 외 기타 분류 안된 사업지원 서비스업,222928.57142857148,2019-02-06
2016-06-01,129,강원 강릉시,두발 미용업,255428.5714285714,2016-06-01
2016-06-29,129,강원 강릉시,두발 미용업,342999.99999999994,2016-06-29
2016-07-27,129,강원 강릉시,두발 미용업,285000.0,2016-07-27
2016-08-24,129,강원 강릉시,두발 미용업,265857.14285714284,2016-08-24
2016-09-21,129,강원 강릉시,두발 미용업,266428.5714285714,2016-09-21
2016-10-19,129,강원 강릉시,두발 미용업,260285.71428571432,2016-10-19
2016-11-16,129,강원 강릉시,두발 미용업,271000.0,2016-11-16
2016-12-14,129,강원 강릉시,두발 미용업,375142.85714285716,2016-12-14
2017-01-11,129,강원 강릉시,두발 미용업,280571.4285714286,2017-01-11
2017-02-08,129,강원 강릉시,두발 미용업,368428.5714285714,2017-02-08
2017-03-08,129,강원 강릉시,두발 미용업,246714.2857142857,2017-03-08
2017-04-05,129,강원 강릉시,두발 미용업,420857.1428571429,2017-04-05
2017-05-03,129,강원 강릉시,두발 미용업,202714.2857142857,2017-05-03
2017-05-31,129,강원 강릉시,두발 미용업,228571.4285714286,2017-05-31
2017-06-28,129,강원 강릉시,두발 미용업,296285.7142857143,2017-06-28
2017-07-26,129,강원 강릉시,두발 미용업,303857.14285714284,2017-07-26
2017-08-23,129,강원 강릉시,두발 미용업,308571.4285714285,2017-08-23
2017-09-20,129,강원 강릉시,두발 미용업,270971.4285714286,2017-09-20
2017-10-18,129,강원 강릉시,두발 미용업,218285.71428571432,2017-10-18
2017-11-15,129,강원 강릉시,두발 미용업,232285.71428571432,2017-11-15
2017-12-13,129,강원 강릉시,두발 미용업,213857.1428571428,2017-12-13
2018-01-10,129,강원 강릉시,두발 미용업,360714.2857142857,2018-01-10
2018-02-07,129,강원 강릉시,두발 미용업,243285.7142857143,2018-02-07
2018-03-07,129,강원 강릉시,두발 미용업,297857.1428571428,2018-03-07
2018-04-04,129,강원 강릉시,두발 미용업,254571.42857142858,2018-04-04
2018-05-02,129,강원 강릉시,두발 미용업,271600.00000000006,2018-05-02
2018-05-30,129,강원 강릉시,두발 미용업,179257.14285714287,2018-05-30
2018-06-27,129,강원 강릉시,두발 미용업,353714.2857142857,2018-06-27
2018-07-25,129,강원 강릉시,두발 미용업,249285.7142857143,2018-07-25
2018-08-22,129,강원 강릉시,두발 미용업,137285.7142857143,2018-08-22
2018-09-19,129,강원 강릉시,두발 미용업,147285.7142857143,2018-09-19
2018-10-17,129,강원 강릉시,두발 미용업,207857.14285714284,2018-10-17
2018-11-14,129,강원 강릉시,두발 미용업,183714.2857142857,2018-11-14
2018-12-12,129,강원 강릉시,두발 미용업,163285.71428571426,2018-12-12
2019-01-09,129,강원 강릉시,두발 미용업,166285.71428571426,2019-01-09
2019-02-06,129,강원 강릉시,두발 미용업,264571.4285714285,2019-02-06
2016-06-01,139,서울 관악구,기타 예술학원,619285.7142857143,2016-06-01
2016-06-29,139,서울 관악구,기타 예술학원,595000.0,2016-06-29
2016-07-27,139,서울 관악구,기타 예술학원,740000.0000000001,2016-07-27
2016-08-24,139,서울 관악구,기타 예술학원,505714.2857142857,2016-08-24
2016-09-21,139,서울 관악구,기타 예술학원,722857.1428571428,2016-09-21
2016-10-19,139,서울 관악구,기타 예술학원,557142.857142857,2016-10-19
2016-11-16,139,서울 관악구,기타 예술학원,383142.85714285704,2016-11-16
2016-12-14,139,서울 관악구,기타 예술학원,691142.8571428573,2016-12-14
2017-01-11,139,서울 관악구,기타 예술학원,462857.1428571428,2017-01-11
2017-02-08,139,서울 관악구,기타 예술학원,356857.14285714284,2017-02-08
2017-03-08,139,서울 관악구,기타 예술학원,651857.1428571428,2017-03-08
2017-04-05,139,서울 관악구,기타 예술학원,715714.2857142857,2017-04-05
2017-05-03,139,서울 관악구,기타 예술학원,582857.142857143,2017-05-03
2017-05-31,139,서울 관악구,기타 예술학원,528571.4285714285,2017-05-31
2017-06-28,139,서울 관악구,기타 예술학원,747142.8571428573,2017-06-28
2017-07-26,139,서울 관악구,기타 예술학원,360857.1428571428,2017-07-26
2017-08-23,139,서울 관악구,기타 예술학원,627142.8571428573,2017-08-23
2017-09-20,139,서울 관악구,기타 예술학원,487428.57142857136,2017-09-20
2017-10-18,139,서울 관악구,기타 예술학원,444285.71428571414,2017-10-18
2017-11-15,139,서울 관악구,기타 예술학원,465571.4285714285,2017-11-15
2017-12-13,139,서울 관악구,기타 예술학원,520857.1428571428,2017-12-13
2018-01-10,139,서울 관악구,기타 예술학원,443999.9999999999,2018-01-10
2018-02-07,139,서울 관악구,기타 예술학원,519285.7142857142,2018-02-07
2018-03-07,139,서울 관악구,기타 예술학원,723428.5714285715,2018-03-07
2018-04-04,139,서울 관악구,기타 예술학원,436714.2857142857,2018-04-04
2018-05-02,139,서울 관악구,기타 예술학원,594714.2857142857,2018-05-02
2018-05-30,139,서울 관악구,기타 예술학원,298571.4285714285,2018-05-30
2018-06-27,139,서울 관악구,기타 예술학원,665285.7142857143,2018-06-27
2018-07-25,139,서울 관악구,기타 예술학원,394857.1428571428,2018-07-25
2018-08-22,139,서울 관악구,기타 예술학원,544714.2857142858,2018-08-22
2018-09-19,139,서울 관악구,기타 예술학원,492857.1428571428,2018-09-19
2018-10-17,139,서울 관악구,기타 예술학원,511142.8571428571,2018-10-17
2018-11-14,139,서울 관악구,기타 예술학원,698999.9999999999,2018-11-14
2018-12-12,139,서울 관악구,기타 예술학원,845142.8571428569,2018-12-12
2019-01-09,139,서울 관악구,기타 예술학원,573285.7142857141,2019-01-09
2019-02-06,139,서울 관악구,기타 예술학원,599142.8571428572,2019-02-06
2016-06-01,141,경기 성남시,문구용품 및 회화용품 소매업,471771.4285714286,2016-06-01
2016-06-29,141,경기 성남시,문구용품 및 회화용품 소매업,870210.4285714285,2016-06-29
2016-07-27,141,경기 성남시,문구용품 및 회화용품 소매업,485062.8571428571,2016-07-27
2016-08-24,141,경기 성남시,문구용품 및 회화용품 소매업,581620.7142857143,2016-08-24
2016-09-21,141,경기 성남시,문구용품 및 회화용품 소매업,663231.4285714285,2016-09-21
2016-10-19,141,경기 성남시,문구용품 및 회화용품 소매업,688312.7142857144,2016-10-19
2016-11-16,141,경기 성남시,문구용품 및 회화용품 소매업,606128.5714285714,2016-11-16
2016-12-14,141,경기 성남시,문구용품 및 회화용품 소매업,805981.0,2016-12-14
2017-01-11,141,경기 성남시,문구용품 및 회화용품 소매업,263845.7142857143,2017-01-11
2017-02-08,141,경기 성남시,문구용품 및 회화용품 소매업,492442.4285714286,2017-02-08
2017-03-08,141,경기 성남시,문구용품 및 회화용품 소매업,256441.4285714286,2017-03-08
2017-04-05,141,경기 성남시,문구용품 및 회화용품 소매업,512678.57142857136,2017-04-05
2017-05-03,141,경기 성남시,문구용품 및 회화용품 소매업,637190.9999999999,2017-05-03
2017-05-31,141,경기 성남시,문구용품 및 회화용품 소매업,329125.7142857143,2017-05-31
2017-06-28,141,경기 성남시,문구용품 및 회화용품 소매업,432918.5714285715,2017-06-28
2017-07-26,141,경기 성남시,문구용품 및 회화용품 소매업,130037.85714285713,2017-07-26
2017-08-23,141,경기 성남시,문구용품 및 회화용품 소매업,617112.5714285714,2017-08-23
2017-09-20,141,경기 성남시,문구용품 및 회화용품 소매업,395272.1428571429,2017-09-20
2017-10-18,141,경기 성남시,문구용품 및 회화용품 소매업,797557.1428571428,2017-10-18
2017-11-15,141,경기 성남시,문구용품 및 회화용품 소매업,1011017.1428571431,2017-11-15
2017-12-13,141,경기 성남시,문구용품 및 회화용품 소매업,1104259.1428571427,2017-12-13
2018-01-10,141,경기 성남시,문구용품 및 회화용품 소매업,712182.8571428572,2018-01-10
2018-02-07,141,경기 성남시,문구용품 및 회화용품 소매업,951737.5714285715,2018-02-07
2018-03-07,141,경기 성남시,문구용품 및 회화용품 소매업,636395.7142857144,2018-03-07
2018-04-04,141,경기 성남시,문구용품 및 회화용품 소매업,383251.4285714285,2018-04-04
2018-05-02,141,경기 성남시,문구용품 및 회화용품 소매업,670101.4285714286,2018-05-02
2018-05-30,141,경기 성남시,문구용품 및 회화용품 소매업,305864.28571428574,2018-05-30
2018-06-27,141,경기 성남시,문구용품 및 회화용품 소매업,488404.5714285715,2018-06-27
2018-07-25,141,경기 성남시,문구용품 및 회화용품 소매업,558001.4285714284,2018-07-25
2018-08-22,141,경기 성남시,문구용품 및 회화용품 소매업,1803583.5714285714,2018-08-22
2018-09-19,141,경기 성남시,문구용품 및 회화용품 소매업,1488822.857142857,2018-09-19
2018-10-17,141,경기 성남시,문구용품 및 회화용품 소매업,442277.57142857136,2018-10-17
2018-11-14,141,경기 성남시,문구용품 및 회화용품 소매업,2006018.5714285711,2018-11-14
2018-12-12,141,경기 성남시,문구용품 및 회화용품 소매업,2121484.5714285714,2018-12-12
2019-01-09,141,경기 성남시,문구용품 및 회화용품 소매업,2002417.1428571427,2019-01-09
2019-02-06,141,경기 성남시,문구용품 및 회화용품 소매업,1863517.5714285711,2019-02-06
2016-06-01,142,서울 강남구,한식 음식점업,2197142.8571428573,2016-06-01
2016-06-29,142,서울 강남구,한식 음식점업,1711571.428571428,2016-06-29
2016-07-27,142,서울 강남구,한식 음식점업,1621428.5714285716,2016-07-27
2016-08-24,142,서울 강남구,한식 음식점업,1378857.1428571427,2016-08-24
2016-09-21,142,서울 강남구,한식 음식점업,2242571.428571428,2016-09-21
2016-10-19,142,서울 강남구,한식 음식점업,1882571.4285714284,2016-10-19
2016-11-16,142,서울 강남구,한식 음식점업,1970714.285714286,2016-11-16
